id,seniority,job_title
1883,Principal,Software engineer
1883,CTO,CTO
1883,/,System analyst
1883,Staff,Software engineer
1884,/,Software developer
1884,Senior,Software developer
1884,Manager,Project manager/lead
1885,/,Web developer
1886,/,Freelancer/independent developer
1886,Senior,Software engineer
1886,/,Software engineer
1887,/,Developer
1887,CTO,CTO
1887,/,Software developer
1888,/,Data scientist
1889,/,Software developer
1890,/,Full-stack developer
1891,/,Software engineer
1891,/,Software developer
1891,/,Software engineer
1892,/,Teacher(-assistant)/Trainer
1893,Senior,Software engineer
1893,/,Software engineer
1893,Senior,Software engineer
1893,Tech Lead,technical lead
1893,Tech Lead,technical lead
1893,/,Software engineer
1894,/,Software engineer
1895,/,Software engineer
1895,/,Software engineer
1896,/,Developer
1896,/,Developer
1896,Founder,(Co-)Founder/Owner/Partner
1896,Founder,(Co-)Founder/Owner/Partner
1896,Founder,(Co-)Founder/Owner/Partner
1896,Founder,(Co-)Founder/Owner/Partner
1897,Senior,Software engineer
1897,Lead,Software engineer
1897,Senior,Software engineer
1897,Senior,Software engineer
1898,Founder,(Co-)Founder/Owner/Partner
1898,/,Android developer
1898,/,Android developer
1898,/,Software developer
1899,/,Web developer
1900,/,Software engineer
1900,/,Consultant
1900,Lead,Developer
1901,/,Academic
1901,Founder,(Co-)Founder/Owner/Partner
1902,/,Software developer
1902,/,Software developer
1903,/,Developer
1903,Senior,Consultant
1903,/,Developer
1904,/,Software developer
1904,Senior,Software engineer
1905,/,Software developer
1905,/,Full-stack developer
1905,/,Software developer
1905,/,Full-stack developer
1905,/,Software developer
1906,/,Software engineer
1906,/,Software engineer
1907,Senior,Software engineer
1907,/,Software developer
1907,/,Software developer
1908,Senior,iOS developer
1908,/,iOS developer
1908,/,iOS developer
1909,Senior,Developer
1910,/,Software engineer
1911,/,Software engineer
1911,/,Web developer
1912,/,Software engineer
1913,Team Lead,Team lead
1914,/,Java developer
1915,Senior,Software engineer
1916,/,Front-end developer/engineer
1917,/,Engineer
1918,/,Software developer
1919,/,Front-end developer/engineer
1919,/,Web designer
1919,/,webmaster
1920,/,Technical architect
1920,/,Software developer
1921,/,Wordpress/drupal developer
1921,/,Software engineer
1922,/,Software engineer
1922,/,Software engineer
1922,/,Software engineer
1922,/,Software engineer
1922,/,Software engineer
1922,/,Web developer
1923,/,Software engineer
1923,/,QA engineer
1923,/,R&D engineer
1923,Senior,Engineer
1923,Chief architect,chief architect
1924,/,Teacher(-assistant)/Trainer
1924,/,Software engineer
1924,/,Software engineer
1924,/,Software engineer
1925,Senior,Software engineer
1925,/,Consultant
1925,Senior,Software engineer
1925,Senior,Software engineer
1925,/,Software engineer
1925,Senior,Software engineer
1925,/,Software engineer
1925,/,Software engineer
1926,Senior,Software engineer
1926,Manager,product manager
1926,/,Software engineer
1927,/,Software engineer
1928,Team Lead,Team lead
1928,Team Lead,Team lead
1928,/,Software engineer
1928,Tech Lead,technical lead
1929,/,Programmer
1929,/,Software engineer
1929,Lead,Web developer
1929,/,Software engineer
1929,/,Programmer
1929,/,Consultant
1930,/,Software developer
1930,/,Software engineer
1931,/,Software developer
1931,/,Software engineer
1931,Senior,Software engineer
1931,Senior,Software engineer
1932,/,Software engineer
1933,/,Software engineer
1933,/,Web developer
1933,/,Web developer
1933,/,Software engineer
1933,/,Software engineer
1933,CTO,CTO
1934,/,Full-stack developer
1934,/,System analyst
1934,/,System analyst
1935,/,Android developer
1936,/,Software engineer
1937,/,Software developer
1937,/,Full-stack web developer
1937,/,Software developer
1937,/,ruby developer
1937,/,Software developer
1937,Lead,Engineer
1937,/,Software developer
1938,Senior,Software engineer
1939,/,Full-stack developer
1940,Senior,Software engineer
1940,/,Software engineer
1940,/,System analyst
1940,/,Software engineer
1941,/,Web developer
1941,Lead,Engineer
1941,/,Back-end developer
1941,/,Developer
1941,/,Developer
1941,/,Developer
1941,CTO,CTO
1942,/,Software engineer
1943,/,Full-stack web developer
1943,/,Consultant
1944,/,Software engineer
1945,/,program manager
1945,/,Systems/network/database administrator
1946,/,Software engineer
1947,Principal,Software engineer
1947,Principal,Software engineer
1947,/,Software engineer
1947,Senior,Software engineer
1947,Principal,Software engineer
1947,/,Software engineer
1947,/,Software engineer
1948,/,Technical analyst
1949,/,Software developer
1949,/,Software engineer
1950,/,R&D engineer
1950,/,Software engineer
1950,/,Software engineer
1951,/,Application developer
1951,/,Freelancer/independent developer
1951,Senior,Software engineer
1952,Senior,Software engineer
1952,/,Web developer
1952,/,Software engineer
1953,Founder,(Co-)Founder/Owner/Partner
1954,/,iOS developer
1954,/,iOS developer
1955,/,QA engineer
1956,/,Software developer
1956,/,Software developer
1957,Senior,Software engineer
1957,/,Software engineer
1958,/,Software engineer
1959,/,Developer
1959,Senior,Developer
1959,/,Developer
1959,/,Back-end developer
1959,/,Front-end developer/engineer
1960,/,Developer
1961,/,Software engineer
1962,Senior,Engineer
1962,Senior,Software engineer
1962,/,Software architect
1962,/,Teacher(-assistant)/Trainer
1962,/,Solutions architect
1962,Team Lead,Team lead
1963,/,Software engineer
1964,/,Software engineer
1965,/,Web developer
1966,/,Software engineer
1966,Manager,Manager
1967,Senior,Developer
1967,/,Web developer
1967,/,Web developer
1967,/,Web developer
1967,/,Web developer
1968,/,Software engineer
1969,/,Software engineer
1969,/,Software engineer
1969,Senior,Programmer analyst
1969,Senior,Programmer analyst
1970,/,Technical analyst
1971,/,Software engineer
1971,/,Developer
1971,/,Software engineer
1972,CEO,CEO
1972,CEO,CEO
1973,/,Developer
1973,Director,Tehnical/Managing Director
1974,Senior,Software engineer
1975,Lead,Developer
1975,Senior,Developer
1975,Senior,Software engineer
1975,Senior,Developer
1975,/,Consultant
1975,Senior,Developer
1975,Senior,Developer
1975,Lead,Developer
1975,Lead,Developer
1976,/,Full-stack developer
1977,Senior,Software engineer
1978,/,R&D engineer
1979,/,Web developer
1979,Lead/Principal,Architect
1980,/,Full-stack developer
1980,/,Full-stack developer
1981,/,Software engineer
1981,Senior,Software developer
1981,Senior,Software engineer
1981,Senior,Developer
1982,/,Web developer
1983,/,Java developer
1983,Senior,Java developer
1983,/,Java developer
1983,Senior,Developer
1983,Senior,Developer
1983,Senior,Software engineer
1983,Lead,Developer
1983,/,Java developer
1983,/,Software engineer
1983,/,Java developer
1984,/,Software engineer
1985,/,Software architect
1985,Lead,Engineer
1986,/,Java developer
1986,CTO,CTO
1986,CTO,CTO
1986,Team Lead,Team lead
1987,/,System analyst
1987,/,System analyst
1988,/,Software engineer
1989,/,Developer
1989,/,Solutions architect
1990,/,Android developer
1990,/,Android developer
1991,/,Web developer
1992,/,Web developer
1992,/,Web developer
1993,/,Software developer
1993,/,Software developer
1993,/,Software developer
1993,/,Software developer
1993,/,Software developer
1994,Lead,iOS developer
1995,Senior,iOS developer
1995,Senior,iOS developer
1996,Senior,Software engineer
1996,/,Teacher(-assistant)/Trainer
1996,Director,Tehnical/Managing Director
1997,/,Software developer
1998,/,R&D engineer
1999,Senior,Software architect
1999,/,Software developer
1999,/,Software architect
2000,/,Python developer
2001,/,Software engineer
2001,/,Software engineer
2002,Head/Lead,head of development
2002,/,Academic
2002,/,Freelancer/independent developer
2003,Senior,Software engineer
2003,Lead,Software engineer
2003,Lead,Software engineer
2003,/,Web developer
2003,/,Web developer
2004,/,Software developer
2004,/,Software developer
2004,/,Software developer
2004,Senior,Software developer
2004,/,System analyst
2005,/,Teacher(-assistant)/Trainer
2005,/,Software engineer
2006,/,iOS developer
2006,Senior,iOS developer
2006,/,iOS developer
2006,/,iOS developer
2006,/,Mobile developer
2007,/,Technical architect
2008,Founder,(Co-)Founder/Owner/Partner
2009,/,Software developer
2010,/,Software engineer
2010,/,Web developer
2011,/,Developer
2011,Senior,Software engineer
2012,/,Academic
2013,/,Android developer
2013,Lead,Android developer
2013,Lead,Android developer
2014,/,PHP developer
2015,Senior,Software engineer
2016,CTO,CTO
2016,CTO,CTO
2016,Founder,(Co-)Founder/Owner/Partner
2017,/,Freelancer/independent developer
2017,/,Freelancer/independent developer
2017,/,Freelancer/independent developer
2018,/,Android developer
2018,/,Android developer
2019,/,Web developer
2019,/,Android developer
2019,/,Android developer
2020,/,Software developer
2020,/,Software developer
2021,/,Software engineer
2022,/,Java developer
2023,/,Software engineer
2023,/,Software developer
2023,/,Software developer
2023,/,Back-end developer
2023,/,Full-stack software engineer
2024,/,Front-end developer/engineer
2025,Lead,Software engineer
2025,Lead,Software engineer
2026,/,Software engineer
2026,/,Data engineer
2027,Senior,.NET developer
2027,/,.NET developer
2027,/,.NET developer
2027,Senior,.NET developer
2028,Tech Lead,technical lead
2028,Tech Lead,technical lead
2029,/,Software engineer
2029,/,Software developer
2029,Senior,Software engineer
2029,/,Software developer
2029,/,Web developer
2030,/,Software developer
2030,/,Academic
2030,Senior,Programmer analyst
2030,/,Software developer
2030,/,Software developer
2031,Senior,Software engineer
2031,/,Software developer
2031,/,Full-stack developer
2031,/,Software developer
2031,/,Full-stack developer
2032,/,iOS developer
2032,/,iOS developer
2032,/,iOS developer
2033,/,Developer
2033,/,Developer
2034,/,contractor
2034,/,Data scientist
2034,/,Software developer
2035,/,Software engineer
2035,/,Software engineer
2036,/,Software engineer
2036,/,Android developer
2037,Founder,(Co-)Founder/Owner/Partner
2037,/,Consultant
2037,/,Consultant
2038,/,Software developer
2039,/,Software engineer
2040,/,Java developer
2041,/,Scala developer
2041,/,Java developer
2042,/,Web developer
2042,/,Web developer
2043,/,Freelancer/independent developer
2043,CTO,CTO
2043,Senior,Software developer
2043,Senior,Engineer
2043,Senior,Consultant
2044,/,Web developer
2045,/,iOS developer
2045,/,iOS developer
2046,/,Software developer
2046,/,Software engineer
2047,Senior,Software developer
2047,/,Software developer
2047,/,Software engineer
2048,/,iOS developer
2049,/,Software developer
2049,/,Android developer
2050,/,System analyst
2051,/,Android developer
2052,Founder,(Co-)Founder/Owner/Partner
2052,/,ruby developer
2052,/,ruby developer
2052,/,ruby developer
2053,/,Software engineer
2054,Senior,Software developer
2054,/,Android developer
2055,Team Lead,Team lead
2055,Senior,Back-end developer
2055,Senior,Software engineer
2055,/,Software engineer
2055,/,Software engineer
2056,Senior,Web developer
2056,/,Front-end developer/engineer
2056,Senior,Software engineer
2056,/,Programmer analyst
2057,/,Software developer
2058,/,Programmer analyst
2058,/,Programmer analyst
2059,Principal,Software engineer
2060,/,Android developer
2061,/,Software engineer
2061,/,Software engineer
2062,/,iOS developer
2062,/,iOS developer
2063,/,Programmer analyst
2063,/,Programmer
2063,/,R&D engineer
2063,/,Programmer
2064,/,Mobile developer
2064,/,Mobile developer
2065,/,Software engineer
2065,Senior,Web developer
2065,/,Web developer
2065,/,Web developer
2065,/,Web developer
2065,/,Systems/network/database administrator
2065,/,Web developer
2066,/,Software developer
2066,/,Software developer
2066,/,Software engineer
2066,/,Software developer
2067,/,Programmer analyst
2067,Founder,(Co-)Founder/Owner/Partner
2068,/,Researcher
2068,/,Data scientist
2068,/,Programmer analyst
2069,Senior,Software engineer
2070,Founder,(Co-)Founder/Owner/Partner
2070,Senior,Software developer
2070,Junior,Programmer
2071,/,Software developer
2072,/,Web developer
2072,Senior,Web developer
2072,/,Web developer
2073,Tech Lead,technical lead
2073,Senior,Programmer analyst
2073,/,Programmer analyst
2074,Senior,Developer
2074,/,Java developer
2075,/,Software engineer
2075,/,computer scientist
2075,/,Software developer
2076,Manager,development manager
2077,/,Researcher
2077,/,IT specialist/technician
2078,/,Software engineer
2078,/,Developer
2079,/,Software developer
2079,/,Software developer
2079,/,Software developer
2079,/,Software developer
2079,/,Software developer
2080,/,Software engineer
2081,/,Front-end developer/engineer
2081,/,Software engineer
2081,/,Full-stack developer
2082,Team Lead,Team lead
2082,Senior,Software engineer
2082,Senior,Software engineer
2082,/,Software developer
2082,Founder,(Co-)Founder/Owner/Partner
2082,Founder,(Co-)Founder/Owner/Partner
2083,/,business analyst
2083,/,Programmer analyst
2084,/,Software developer
2084,/,Freelancer/independent developer
2084,/,software design engineer
2084,/,Software developer
2084,/,Systems/network/database administrator
2085,/,Java developer
2085,Senior,Software engineer
2085,/,Software engineer
2086,/,Software engineer
2086,/,Software engineer
2086,/,Software engineer
2086,/,Embedded software engineer
2086,/,Software engineer
2087,/,Web developer
2088,/,Software engineer
2088,/,Software developer
2088,Senior,Software engineer
2089,/,Freelancer/independent developer
2089,/,Software architect
2090,Senior,System analyst
2090,/,Business intelligence developer
2090,/,Programmer analyst
2091,/,Programmer analyst
2091,Senior,Web developer
2091,Senior,Engineer
2092,/,Engineer
2092,/,QA engineer
2092,/,Developer
2093,/,Software engineer
2094,/,Web developer
2095,/,PHP developer
2096,/,Software engineer
2096,Senior,Developer
2096,/,Researcher
2096,/,Technical architect
2097,/,Web developer
2097,/,Software engineer
2098,/,Developer
2098,/,Software engineer
2099,/,Web developer
2099,/,Web developer
2100,/,Programmer
2101,/,Java developer
2101,/,Software engineer
2101,Team Lead,Team lead
2101,/,Web developer
2101,Manager,Project manager/lead
2101,/,Software engineer
2102,Junior,Developer
2102,/,Developer
2103,/,Web developer
2103,Senior,Developer
2103,Senior,Developer
2103,Senior,Developer
2103,Senior,Developer
2104,Senior,Web developer
2104,CTO,CTO
2104,Senior,Software engineer
2104,Tech Lead,technical lead
2105,/,Application developer
2105,/,Web developer
2105,/,Freelancer/independent developer
2105,/,Developer
2106,/,Web developer
2107,/,Developer
2107,/,Developer
2107,Lead,Developer
2107,Lead,Developer
2107,/,Web developer
2107,/,Systems/network/database administrator
2107,/,Developer
2108,/,Mobile developer
2109,/,Consultant
2109,Senior,Software engineer
2109,/,Programmer analyst
2109,/,System analyst
2110,Senior,Engineer
2110,/,Back-end developer
2111,/,Software engineer
2112,/,Software engineer
2112,Lead,Software engineer
2112,Senior,Software engineer
2113,/,Freelancer/independent developer
2113,/,Web developer
2113,/,IT specialist/technician
2114,/,iOS developer
2115,Manager,engineering manager
2115,CTO,CTO
2116,Senior,Developer
2116,Senior,Developer
2116,/,Developer
2116,Senior,Developer
2116,/,Developer
2116,/,Developer
2116,/,Software engineer
2117,/,Programmer
2118,/,Android developer
2119,/,Software developer
2120,Senior,Web developer
2121,/,Researcher
2122,/,Software developer
2122,Senior,Software engineer
2122,Lead/Principal,Architect
2123,/,DevOps engineer
2124,/,Software engineer
2124,/,Software engineer
2124,/,Programmer analyst
2124,/,Software engineer
2125,/,Developer
2125,/,Web developer
2125,Senior,Developer
2126,Manager,Project manager/lead
2126,/,Software engineer
2127,/,Software engineer
2127,/,Researcher
2128,/,Full-stack developer
2129,Senior,Software engineer
2130,Founder,(Co-)Founder/Owner/Partner
2131,Tech Lead,technical lead
2131,Senior,Android developer
2131,Senior,Android developer
2132,/,business analyst
2133,/,Mobile developer
2134,Manager,development manager
2134,Senior,Developer
2134,Senior,Programmer analyst
2134,/,Consultant
2134,/,Software developer
2134,Senior,Engineer
2134,Senior,Engineer
2135,/,Researcher
2135,/,Software engineer
2136,Senior,Developer
2136,/,Developer
2136,Senior,Software engineer
2136,/,Python developer
2136,/,Python developer
2136,/,Front-end web developer
2137,/,Software engineer
2137,/,Software engineer
2138,/,Mobile developer
2138,/,Software engineer
2138,/,Software engineer
2139,/,Software architect
2140,/,Web developer
2140,/,Full-stack web developer
2141,/,Programmer
2142,/,Software developer
2143,/,Software engineer
2144,/,Programmer
2144,/,Programmer analyst
2145,/,Software engineer
2145,/,Developer
2145,/,Software developer
2145,/,R&D engineer
2145,/,Developer
2146,/,Web developer
2146,/,Mobile developer
2146,/,Full-stack web developer
2147,/,iOS developer
2147,/,Software engineer
2147,/,iOS developer
2147,/,Software developer
2148,/,iOS developer
2148,/,iOS developer
2149,/,Developer
2150,/,Software engineer
2150,/,Mobile developer
2150,/,Software engineer
2151,/,Software developer
2151,/,Software engineer
2152,/,Software engineer
2152,/,Software engineer
2153,/,Android developer
2153,/,Android developer
2154,CEO,CEO
2155,/,System engineer/developer
2155,/,Researcher
2155,Senior,Software engineer
2156,/,Data scientist
2157,/,UI developer
2157,/,UI developer
2158,/,Software engineer
2158,Senior,Web developer
2158,/,Software engineer
2158,Senior,Web developer
2158,Senior,Web developer
2158,/,Web developer
2159,/,network engineer
2160,/,Developer
2161,/,Android developer
2162,/,DevOps engineer
2162,Founder,(Co-)Founder/Owner/Partner
2163,/,Software developer
2164,Junior,iOS developer
2164,/,iOS developer
2164,/,iOS developer
2165,/,Mobile developer
2166,Principal,Consultant
2166,CTO,CTO
2167,/,Researcher
2167,/,Android developer
2168,/,Software developer
2169,Senior,Analyst
2169,Senior,Software engineer
2169,Senior,Analyst
2170,/,Website developer
2170,/,Website developer
2171,/,Android developer
2171,/,Android developer
2171,/,Android developer
2172,/,Developer
2172,/,Software engineer
2173,/,Consultant
2173,VP,VP of engineering
2173,/,Developer
2173,/,Developer
2173,/,Developer
2173,CTO,CTO
2174,Senior,Software developer
2174,Senior,Software developer
2174,Senior,Software developer
2175,/,Software developer
2176,Founder,(Co-)Founder/Owner/Partner
2177,/,IT specialist/technician
2178,/,Software developer
2178,/,Software developer
2179,/,Full-stack developer
2180,/,Software developer
2180,/,Web developer
2181,/,System analyst
2181,C-level&Founder,(co)founder & cto/ceo/dev
2181,CTO,CTO
2182,/,Web developer
2182,/,.NET developer
2182,/,.NET developer
2183,/,Software engineer
2183,Senior,Software engineer
2183,Senior,Software engineer
2183,/,Software developer
2184,Senior,.NET developer
2184,/,Software engineer
2184,/,.NET developer
2184,/,Mobile developer
2185,/,graphic designer
2186,/,Software engineer
2186,Senior,PHP developer
2187,/,Software engineer
2188,/,Software engineer
2188,Junior,Software engineer
2189,/,Python developer
2189,/,Software developer
2190,/,Software engineer
2190,/,Software engineer
2190,/,Programmer
2191,/,Full-stack developer
2191,CTO,CTO
2192,/,Developer
2192,/,Software engineer
2192,/,Software engineer
2192,/,Developer
2193,/,Systems/network/database administrator
2193,C-level&Founder,(co)founder & cto/ceo/dev
2193,Lead,Developer
2194,/,Software engineer
2194,/,Freelancer/independent developer
2194,/,Freelancer/independent developer
2194,/,Software engineer
2194,/,Software engineer
2194,/,Software engineer
2194,Senior,Web developer
2194,/,Full-stack developer
2195,/,Back-end developer
2195,/,Web developer
2196,/,iOS developer
2197,/,Software engineer
2197,Founder,(Co-)Founder/Owner/Partner
2197,Senior,Software engineer
2197,Senior,Software engineer
2198,/,PHP developer
2198,/,PHP developer
2199,/,Programmer
2199,/,Software engineer
2200,/,Software engineer
2200,/,Software engineer
2200,Staff,Software engineer
2201,/,Software engineer
2202,/,Software engineer
2202,/,Software engineer
2202,Senior,Software engineer
2203,/,Systems/network/database administrator
2203,/,Software developer
2204,/,Software developer
2204,Senior,Software engineer
2204,Senior,Software engineer
2205,/,Consultant
2205,/,Software engineer
2205,/,Consultant
2205,Senior,Software developer
2206,Senior,Web developer
2206,Junior,Web developer
2206,Senior,Web developer
2206,Lead,Developer
2207,Senior,PHP developer
2208,/,Front-end web developer
2208,/,Front-end web developer
2208,/,Web developer
2208,/,Front-end web developer
2209,Team Lead,Team lead
2210,/,iOS developer
2211,/,Full-stack software engineer
2212,/,Software engineer
2212,/,Software engineer
2213,/,Software developer
2214,Founder,(Co-)Founder/Owner/Partner
2215,/,iOS developer
2215,/,iOS developer
2215,/,iOS developer
2216,/,Software engineer
2217,/,Software developer
2217,/,Full-stack developer
2218,Head,head of engineering
2218,/,business analyst
2218,/,Software engineer
2218,/,Software engineer
2219,/,Consultant
2219,Senior,Software engineer
2219,/,Web developer
2220,/,Data engineer
2221,/,Software engineer
2221,/,Software engineer
2222,/,Software developer
2222,/,Programmer analyst
2222,/,Software developer
2222,/,Software developer
2223,Lead,Application developer
2223,/,Programmer analyst
2223,/,Software engineer
2223,/,Application developer
2223,/,Consultant
2224,/,iOS developer
2224,/,Software developer
2224,/,iOS developer
2225,/,Full-stack developer
2225,Senior,System analyst
2226,/,Developer
2227,Lead,Software engineer
2228,/,Software engineer
2228,/,Software engineer
2229,/,Software engineer
2229,CTO,CTO
2229,Senior,Software engineer
2230,/,Application developer
2230,/,Software engineer
2230,/,Application developer
2230,Senior,Software engineer
2231,/,Software developer
2231,Lead,Software developer
2232,Senior,PHP developer
2233,/,Web developer
2234,/,Software developer
2235,Senior,Programmer analyst
2235,/,Engineer
2235,Senior,Programmer analyst
2235,/,Software engineer
2236,/,Software engineer
2236,/,Engineer
2237,/,Software engineer
2237,/,mobile software engineer
2238,/,Researcher
2238,/,Software engineer
2239,/,Software engineer
2239,/,Programmer
2240,/,Software developer
2240,/,Software engineer
2240,/,Software engineer
2241,Senior,Software engineer
2241,CTO,CTO
2242,/,Consultant
2242,/,Software engineer
2243,Senior,Software developer
2243,Principal,Software developer
2244,/,Software developer
2244,Senior,Software developer
2245,/,iOS developer
2245,/,ruby developer
2245,/,iOS developer
2245,/,Software engineer
2245,/,iOS developer
2246,Senior,Software engineer
2246,/,Software engineer
2246,Senior,Software engineer
2247,/,Software developer
2247,Founder,(Co-)Founder/Owner/Partner
2248,/,Software engineer
2248,Senior,Software engineer
2248,Senior,Software engineer
2249,/,Software engineer
2249,/,Web developer
2250,/,IT specialist/technician
2250,/,Systems/network/database administrator
2250,Manager,development manager
2251,/,Software developer
2252,Junior,Software developer
2252,/,Android developer
2253,/,Web developer
2253,/,Web developer
2253,/,PHP developer
2254,Director,director of engineering
2254,Senior,Software engineer
2254,Principal,Consultant
2254,Lead,Software engineer
2254,Senior,Software architect
2255,/,Front-end developer/engineer
2256,/,Front-end developer/engineer
2257,Associate,Consultant
2257,/,Technical architect
2257,/,Technical architect
2257,/,Software engineer
2257,/,Consultant
2257,Manager,Project manager/lead
2258,/,Software engineer
2258,/,Web developer
2259,Lead,Android developer
2260,/,Technical architect
2261,/,Software developer
2262,/,Software engineer
2262,Senior,Software engineer
2262,Junior,Software engineer
2263,/,Technical architect
2263,Lead,Software engineer
2263,Principal,Consultant
2264,/,Java developer
2265,/,Mobile developer
2265,/,Mobile developer
2266,/,Developer
2266,/,Web developer
2266,/,Web developer
2266,/,Web developer
2267,/,Consultant
2268,Senior,Software developer
2269,Staff,staff engineer
2269,/,Software architect
2269,/,R&D engineer
2269,Senior,Software engineer
2270,/,Software engineer
2270,/,Software engineer
2270,/,Software engineer
2270,/,Software developer
2271,Founder,(Co-)Founder/Owner/Partner
2271,/,Software engineer
2271,/,Software engineer
2272,/,Web developer
2272,Tech Lead,technical lead
2273,Junior,Software engineer
2273,/,Consultant
2273,/,Software engineer
2274,/,contractor
2274,/,contractor
2274,/,contractor
2275,/,Software engineer
2276,/,Software developer
2277,Junior,Software engineer
2277,/,Teacher(-assistant)/Trainer
2278,/,Software engineer
2278,Senior,Software engineer
2278,Junior,Software engineer
2279,/,Developer
2280,Senior,Software engineer
2280,/,Software developer
2281,/,Software engineer
2282,Founder,(Co-)Founder/Owner/Partner
2283,CTO,CTO
2283,/,Web developer
2283,/,Developer
2284,Senior,Software engineer
2285,/,Software engineer
2285,/,Web developer
2285,/,Freelancer/independent developer
2286,Senior,.NET developer
2286,/,.NET developer
2286,/,.NET developer
2286,Senior,.NET developer
2287,Tech Lead,technical lead
2287,Senior,Developer
2287,/,Software developer
2287,Senior,Software developer
2288,Founder,(Co-)Founder/Owner/Partner
2288,Senior,Software developer
2288,Senior,Java developer
2289,/,Freelancer/independent developer
2289,/,JavaScript developer
2289,/,Web developer
2289,/,Web developer
2290,Senior,Android developer
2291,/,Software engineer
2291,/,Software engineer
2291,/,Software engineer
2291,/,Software engineer
2291,/,Software engineer
2292,/,Back-end developer
2292,/,Back-end developer
2293,/,Game developer
2293,/,Game developer
2294,/,Software engineer
2295,Senior,iOS developer
2295,/,Software developer
2296,/,Software engineer
2296,/,software test engineer
2297,Senior,Software architect
2297,Director,Tehnical/Managing Director
2298,/,Java developer
2298,/,Java developer
2299,/,Front-end web developer
2300,/,Java developer
2301,Staff,Software engineer
2301,Junior,Software engineer
2301,Senior,Software engineer
2302,/,Software engineer
2302,Senior,Software engineer
2303,Junior,Software developer
2304,Senior,Developer
2304,Senior,Developer
2304,Senior,Software architect
2304,/,Software developer
2304,Senior,Software architect
2304,/,Consultant
2304,/,Software developer
2304,/,.NET developer
2305,Staff,Software engineer
2306,/,Web developer
2306,/,Web designer
2306,/,Web designer
2307,/,Researcher
2308,CTO,CTO
2308,/,Web developer
2308,CTO,CTO
2309,Senior,Developer
2309,/,PHP developer
2309,/,PHP developer
2309,/,PHP developer
2309,/,Freelancer/independent developer
2309,/,PHP developer
2310,/,Android developer
2310,/,Android developer
2310,/,Android developer
2311,/,Wordpress/drupal developer
2312,/,Android developer
2313,Senior,Web developer
2314,/,Software engineer
2314,/,Software engineer
2314,/,Software engineer
2315,/,Researcher
2315,/,Web developer
2316,/,Software engineer
2317,/,.NET developer
2317,Founder,(Co-)Founder/Owner/Partner
2317,/,Front-end developer/engineer
2317,Senior,.NET developer
2318,Senior,Software engineer
2319,Senior,Software engineer
2319,/,Software engineer
2320,Senior,Software engineer
2320,Senior,Software engineer
2320,/,Programmer analyst
2320,Tech Lead,technical lead
2320,Lead,Engineer
2320,Principal,Software engineer
2320,Principal,Software engineer
2321,/,Software developer
2322,/,Web developer
2323,/,Web developer
2323,/,Web developer
2323,/,Web developer
2323,/,Web developer
2323,/,Web developer
2323,/,DevOps engineer
2323,/,Software engineer
2324,/,System analyst
2324,/,Web designer
2324,/,Web designer
2324,Senior,Software engineer
2325,/,Software developer
2325,/,Software developer
2325,/,Software engineer
2325,Senior,Web developer
2325,/,Software developer
2325,/,Software developer
2325,/,Programmer analyst
2326,/,Software engineer
2327,/,Programmer analyst
2327,/,Programmer analyst
2327,/,Programmer analyst
2327,/,Web developer
2328,Principal,Software engineer
2328,/,Software engineer
2329,/,Mobile developer
2329,/,Mobile developer
2329,/,Mobile developer
2329,/,Mobile developer
2330,/,JavaScript developer
2330,/,Web developer
2331,/,iOS developer
2331,Senior,Developer
2331,Senior,Developer
2331,Senior,Developer
2332,/,Software engineer
2332,/,Software engineer
2333,Junior,Web developer
2333,Junior,Software developer
2333,Senior,Software engineer
2333,/,development engineer
2334,/,Programmer
2334,/,Software architect
2334,/,Software architect
2334,/,System analyst
2334,/,Software architect
2334,/,Consultant
2335,/,JavaScript developer
2336,/,Consultant
2336,Senior,Consultant
2336,Associate,Consultant
2336,/,Software engineer
2337,Senior,Software engineer
2337,Senior,Software engineer
2337,/,Software engineer
2337,Senior,Software engineer
2338,Lead,Developer
2338,/,Software engineer
2339,/,Software engineer
2340,/,Software developer
2341,/,Software engineer
2341,Senior,Full-stack developer
2341,Senior,PHP developer
2342,/,Consultant
2343,/,Web developer
2344,/,Software engineer
2344,/,Software engineer
2345,/,Software engineer
2345,/,Java developer
2345,Manager,Project manager/lead
2345,Manager,Project manager/lead
2345,Senior,Software developer
2345,/,Java developer
2345,/,System engineer/developer
2346,/,iOS developer
2346,/,iOS developer
2347,/,Software engineer
2347,/,Systems/network/database administrator
2347,Senior,Software engineer
2347,/,QA engineer
2347,/,Software engineer
2348,/,Android developer
2348,Senior,Android developer
2348,/,Software developer
2348,/,Web developer
2348,/,Android developer
2349,/,UI developer
2349,/,Application developer
2349,/,Web developer
2350,/,Mobile developer
2350,Senior,Software engineer
2351,Tech Lead,technical lead
2351,Senior,Software engineer
2351,/,Software engineer
2351,/,Mobile developer
2352,/,Software developer
2353,CTO,CTO
2353,/,Web developer
2353,/,Software engineer
2353,Senior,Engineer
2353,Tech Lead,technical lead
2354,/,Software engineer
2354,/,Software engineer
2354,/,Software engineer
2355,Staff,Software engineer
2355,/,Software engineer
2356,Senior,Software engineer
2356,/,Software developer
2357,/,.NET developer
2357,Senior,.NET developer
2357,/,.NET developer
2357,Senior,.NET developer
2358,Senior,Consultant
2358,/,Software developer
2358,/,Software engineer
2359,/,Consultant
2359,/,Software engineer
